"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500"
"37167000022",13,12,4,11,3,4,12,7,8,2,3,3,2,8,2,4,5,3,8,6,11,13,1,7,3,3,10,9,3,2,12,7,7,10,13,13,7,7,10,10,10,11,11,12,12,1,1,4,12,12,12
"370510G3A-1",14,1,7,5,2,14,4,7,14,14,10,8,14,11,4,11,10,10,5,3,6,13,13,14,14,13,13,11,14,3,3,11,6,6,8,14,14,10,7,13,5,7,8,11,3,4,4,1,1,1,14
"37167000021",14,12,4,11,3,4,12,7,8,2,14,3,2,8,8,4,5,3,8,6,11,13,1,7,3,3,10,9,3,2,12,7,7,10,13,13,7,7,10,10,10,11,11,12,12,1,1,4,12,12,12
"3700100003S",11,14,1,8,7,10,7,10,1,6,7,9,12,3,3,3,12,2,2,10,5,7,9,10,1,5,5,5,10,9,9,9,9,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"37115GRAPEV",3,8,12,13,3,3,11,3,11,4,5,5,1,1,6,14,6,6,6,8,2,3,3,2,12,12,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,10,10,10,11,11,11,11
"37167000020",13,12,4,11,3,4,12,1,8,2,3,3,2,8,8,4,5,3,8,6,11,13,1,7,3,3,8,8,3,2,12,7,7,10,13,13,7,7,10,10,10,11,11,12,12,1,1,4,12,12,12
"37183004-05",10,7,8,6,9,9,9,5,9,8,7,4,4,4,12,9,4,9,7,9,9,5,11,11,4,14,11,13,8,8,14,14,8,3,3,3,9,9,6,7,6,6,6,6,6,6,6,6,6,14,1
"37125000WND",11,14,7,5,14,14,4,7,14,14,10,8,14,11,4,11,10,10,5,6,6,11,13,14,14,13,13,11,14,3,3,11,6,6,8,14,14,10,7,13,5,5,5,11,3,4,4,1,1,1,14
"37191000029",6,10,5,1,6,8,13,6,6,1,8,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37183004-04",10,7,10,6,9,9,6,10,1,8,7,4,4,4,9,9,4,9,7,9,9,5,11,11,4,14,11,13,8,8,8,3,8,3,3,3,9,9,6,6,6,6,6,6,6,6,6,6,6,14,1
"3700100003N",11,14,1,8,7,10,7,10,1,6,7,9,12,3,3,3,12,2,2,10,5,7,9,10,9,2,9,5,10,9,9,9,9,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"37191000028",6,9,9,1,6,8,13,6,6,1,9,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37183004-03",10,7,10,6,9,9,6,10,1,8,7,4,4,4,9,9,4,9,7,9,9,5,11,11,4,14,11,13,8,8,14,14,8,3,3,3,9,9,13,6,6,6,6,6,6,6,6,6,6,14,1
"37191000027",6,9,9,1,6,8,13,6,6,1,8,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"370210044.1",3,8,12,13,4,3,11,3,11,4,5,5,5,1,6,14,6,6,6,8,2,3,2,12,12,12,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,10,10,10,11,11,11,11
"37183004-02",10,7,10,6,9,9,6,10,1,8,7,4,4,4,9,9,4,9,7,9,9,5,11,11,4,14,11,13,8,8,8,3,8,3,3,3,9,9,13,6,6,6,6,6,6,6,6,6,6,14,1
"37191000026",6,9,9,1,6,8,13,6,6,1,8,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37183004-01",10,7,10,6,9,9,6,10,1,8,7,4,4,4,9,9,4,9,7,9,9,5,11,11,4,14,11,13,8,8,8,14,8,3,3,3,9,9,6,6,6,6,6,6,6,6,6,6,6,14,1
"37167000028",14,12,4,11,11,12,12,7,8,10,14,3,14,11,4,4,5,3,8,6,11,13,1,7,3,3,10,9,3,2,12,7,7,10,13,13,7,7,10,10,10,11,11,12,12,1,1,4,12,12,12
"37191000024",6,9,9,1,6,8,13,6,6,1,8,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,14,3,6,11,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"3716300CLNE",14,1,9,7,10,14,13,6,14,14,9,8,11,9,4,10,2,8,9,7,4,14,6,4,11,4,14,3,6,11,11,8,6,14,14,14,14,14,14,14,7,7,8,8,7,7,7,7,7,7,3
"37167000027",14,12,4,5,14,4,12,7,8,10,14,3,2,8,8,4,5,3,8,6,11,13,1,7,3,3,10,9,3,2,12,7,7,10,13,13,7,7,10,10,10,11,11,12,12,1,1,4,12,12,12
"37167000026",14,12,4,11,11,12,12,7,8,10,14,3,2,8,2,4,5,3,8,6,11,13,1,7,3,3,10,9,3,2,12,7,7,10,13,13,7,7,10,10,10,11,11,12,12,1,1,4,12,12,12
"37167000025",13,12,4,11,3,4,12,7,2,2,3,3,2,8,2,4,5,3,8,6,11,10,1,7,3,7,8,9,3,2,12,7,7,10,13,13,7,7,10,10,10,11,11,12,12,1,1,4,12,12,12
"3700100003W",11,14,2,2,7,10,7,10,1,6,7,9,12,3,3,3,12,2,2,10,5,7,9,10,9,2,9,5,10,9,9,9,9,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"37167000024",13,12,4,11,3,4,12,7,2,2,3,3,2,8,2,4,5,3,8,6,11,13,1,7,3,7,8,8,3,2,12,7,7,10,13,13,7,7,10,10,10,11,11,12,12,1,1,4,12,12,12
"37167000023",13,12,4,11,3,4,12,7,8,2,3,3,2,8,2,4,5,3,8,6,11,13,1,7,3,7,8,9,3,2,12,7,7,10,13,13,7,7,10,10,10,11,11,12,12,1,1,4,12,12,12
"37025012-03",13,12,4,11,11,2,12,1,12,5,3,3,2,8,8,4,5,3,8,6,1,1,1,7,3,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"370810NWASH",5,13,2,2,7,4,7,9,8,10,14,1,13,14,13,3,12,2,1,14,11,11,12,9,9,2,9,2,2,9,9,9,9,5,12,12,13,13,3,9,3,3,3,3,14,11,12,12,5,5,5
"37023000066",3,11,13,12,13,11,3,11,4,12,4,13,6,6,1,6,14,11,11,2,3,2,3,3,8,1,12,7,12,7,7,2,2,11,2,2,2,2,11,11,11,1,10,10,9,9,5,5,4,10,9
"37023000065",3,11,13,12,13,11,3,11,4,12,4,13,6,6,1,6,14,11,11,2,2,2,3,3,8,1,12,7,12,7,7,2,2,11,2,2,2,2,11,11,11,1,10,10,9,9,5,5,4,10,9
"37123000STA",14,12,4,5,14,4,4,7,8,10,14,9,2,8,8,4,1,1,8,6,11,13,13,7,3,3,9,2,3,2,12,7,7,6,8,14,14,10,10,10,10,11,11,12,12,1,1,4,12,12,12
"37023000064",8,11,13,12,13,11,3,11,4,4,4,13,6,6,1,6,14,11,11,2,2,2,3,3,8,1,12,7,12,7,7,2,2,11,2,2,2,2,11,11,11,1,10,10,9,9,5,5,4,10,9
"37023000062",3,11,13,12,13,11,3,11,4,12,4,13,6,6,1,6,14,11,11,2,2,2,3,2,8,1,12,8,12,7,7,2,2,11,2,2,2,2,11,11,11,1,10,10,9,9,5,5,4,10,9
"37025012-09",12,2,4,3,11,2,2,1,12,5,3,3,2,2,8,4,5,3,3,11,1,1,1,7,2,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"37147001501",2,5,6,10,8,6,8,13,13,13,13,12,7,10,10,12,7,4,13,13,4,9,5,13,6,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"37025012-08",12,2,4,3,11,2,12,1,12,5,3,3,2,2,8,4,5,3,3,11,1,1,1,7,3,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"37025012-06",13,12,4,11,11,2,12,1,12,5,3,3,2,8,8,4,5,3,3,6,10,10,1,7,3,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"37025012-05",13,12,4,11,11,2,12,1,12,5,3,3,2,8,8,4,5,3,8,6,10,10,1,7,3,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"37025012-04",13,12,4,11,11,2,12,1,12,5,3,3,2,8,8,4,5,3,8,6,10,1,1,7,3,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"37147001509",2,5,6,9,8,6,8,13,13,13,13,12,7,10,10,12,7,4,13,13,4,9,5,13,6,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"37147001507",2,5,6,9,8,6,8,13,13,13,13,12,7,10,10,12,7,4,13,13,4,9,5,13,6,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"37147001506",2,5,6,10,8,6,8,13,13,13,13,12,7,10,10,12,7,4,13,13,4,9,5,13,6,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"37191000018",6,10,5,1,6,8,13,6,6,1,8,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37191000017",6,10,5,1,6,8,13,6,6,1,8,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37023000070",3,11,13,12,13,11,3,11,4,12,4,13,6,6,1,6,14,11,11,2,3,2,3,3,8,1,12,7,12,7,7,2,2,11,2,2,2,2,11,11,11,1,10,10,9,9,5,5,4,10,9
"3714100LT18",9,9,9,7,10,7,14,14,7,7,9,14,10,12,11,2,2,13,14,4,13,6,14,6,13,4,14,3,6,11,11,8,14,7,10,10,10,14,14,14,7,7,8,8,7,7,7,7,7,7,3
"37191000016",6,10,5,1,6,8,13,6,6,1,8,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"3712700P06A",6,10,5,10,6,8,13,6,6,13,12,9,12,7,12,7,7,7,13,5,4,4,6,4,11,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"37147001503",2,5,6,10,8,6,8,13,13,13,13,12,7,10,10,12,7,4,13,13,4,9,5,13,6,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"37191000015",6,10,5,1,6,8,13,6,6,1,9,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37191000014",6,10,5,1,6,8,13,6,6,1,9,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37067000405",1,4,2,14,1,1,10,4,3,11,1,1,3,13,14,13,13,12,10,1,8,10,12,9,5,9,2,10,1,13,2,13,13,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"37191000013",6,10,5,1,6,8,13,6,6,1,9,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37067000404",1,4,2,14,1,1,10,4,3,11,1,7,3,13,14,13,13,12,10,1,8,10,8,2,5,9,2,10,1,13,2,13,13,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"3712500WKWD",14,1,7,5,14,10,4,7,14,14,10,8,14,11,4,11,10,10,5,3,6,11,13,14,14,13,13,11,14,3,3,11,6,6,8,14,14,10,7,13,5,5,5,11,3,4,4,1,1,1,14
"3707700EAOX",11,14,8,8,7,10,5,8,5,6,12,9,12,3,3,7,4,7,4,5,14,4,11,5,10,10,3,14,13,14,14,14,3,3,6,3,9,9,6,7,6,6,14,7,4,14,14,14,3,3,7
"37067000403",1,4,13,14,1,1,10,4,3,11,1,7,3,13,14,13,13,12,10,1,8,12,8,2,5,9,2,10,1,13,2,13,13,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"37067000402",1,4,13,14,1,1,10,4,3,11,1,7,3,13,14,13,13,12,10,1,8,10,8,2,5,9,2,10,1,13,2,13,13,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"37067000401",1,4,13,14,1,1,10,4,3,11,1,7,3,13,14,13,13,12,10,1,8,10,12,9,5,9,2,10,1,13,2,13,13,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"3713300HN14",9,9,9,7,10,7,14,14,7,7,9,14,10,12,11,2,9,8,14,4,13,6,14,6,13,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37175000TC1",3,8,12,13,4,3,11,3,11,4,5,5,5,1,6,14,6,6,6,8,2,3,2,12,12,12,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,10,10,10,11,11,11,11
"3703100ATSL",2,5,6,9,8,6,8,13,13,1,13,12,7,10,11,2,7,4,14,4,13,9,5,13,13,11,4,6,11,10,10,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"371150SANDY",3,8,12,13,4,3,11,3,11,4,5,5,1,1,6,14,6,6,6,8,2,3,3,2,12,12,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,10,10,10,11,11,11,11
"37175000TC7",3,8,12,13,4,3,11,3,11,4,5,5,5,1,6,14,6,6,6,8,2,3,2,12,12,12,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,10,10,10,11,11,11,11
"3719700EBND",1,4,14,14,1,1,10,4,3,11,1,7,1,6,1,13,13,12,10,1,8,12,8,2,5,9,2,10,1,13,2,13,13,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"37191000023",6,10,5,1,6,8,13,6,6,1,9,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37191000022",6,10,5,1,6,8,13,6,6,1,9,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37191000021",6,10,5,1,6,8,13,6,6,1,9,10,11,9,7,10,9,8,13,13,7,14,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"3703100MASM",2,5,6,9,8,6,8,13,13,1,13,12,7,10,11,2,7,4,14,4,13,9,5,13,13,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"3712700P05A",6,10,5,10,6,8,13,6,6,13,12,9,12,7,12,7,7,7,13,5,4,4,6,4,11,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"370970000CD",1,11,14,12,3,1,12,1,4,5,3,3,1,13,14,6,14,14,8,6,8,12,8,1,5,7,8,8,9,5,5,5,5,2,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"3719905-GRE",3,11,12,12,3,11,10,4,3,11,1,7,1,6,1,14,6,6,6,6,2,2,3,2,12,12,1,1,7,1,1,1,2,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"3708700BE56",3,8,12,13,4,3,11,3,11,4,5,5,5,1,6,14,6,6,6,8,2,3,2,12,12,12,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,10,10,10,11,11,11,11
"371570000IR",5,4,13,14,7,10,7,10,5,6,12,1,13,3,13,3,4,7,4,5,5,7,9,10,1,5,5,5,10,6,6,6,11,5,12,12,13,13,3,9,3,3,3,3,14,11,12,12,5,5,5
"3719700DCRK",1,4,14,14,1,1,10,4,3,11,1,7,1,6,1,6,14,14,10,1,8,12,8,2,5,9,2,10,1,13,2,13,13,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"370210050.1",3,8,12,13,4,3,11,3,11,4,5,5,5,1,1,14,6,6,6,8,2,3,2,12,12,12,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,10,10,10,11,11,11,11
"370970000CS",1,4,14,2,3,1,12,1,12,5,3,3,3,13,14,6,14,14,8,6,8,12,8,1,5,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"3706100KENA",6,9,9,7,10,8,13,6,6,7,9,14,10,9,7,10,9,8,9,7,4,6,6,4,11,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"37001000011",11,14,1,8,7,10,5,8,1,6,7,9,12,3,3,3,12,2,2,10,5,7,9,10,1,5,5,5,10,6,6,6,11,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"37081000RC2",5,13,2,2,7,4,7,9,8,10,14,1,13,14,13,1,12,2,1,14,11,11,9,9,9,2,9,2,2,9,9,9,9,5,12,12,13,13,3,9,3,3,3,3,14,11,12,12,5,5,5
"37081000RC1",5,13,2,2,7,4,7,9,8,10,14,1,13,14,13,1,1,2,1,14,11,11,9,9,9,2,9,2,2,9,9,9,9,5,12,12,13,13,3,9,3,3,3,3,14,11,12,12,5,5,5
"3710900LS12",8,2,11,3,13,11,3,11,4,12,4,13,6,5,5,8,14,11,11,2,3,2,3,3,8,1,12,7,12,7,7,2,2,11,2,2,2,2,11,11,11,1,10,10,9,9,5,5,4,10,9
"371170000BG",2,5,6,9,8,6,8,13,13,13,13,12,7,10,10,12,7,4,13,13,4,9,5,13,6,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"370210022.2",3,8,12,13,4,3,11,3,11,4,5,5,5,1,6,14,6,6,6,8,2,3,2,12,12,12,1,1,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,10,10,10,11,11,11,11
"3712700P08A",6,10,5,10,6,8,13,6,6,13,12,9,12,7,12,7,7,7,13,5,4,4,6,4,11,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"371490TR123",8,8,13,13,4,3,11,3,11,4,5,5,5,1,6,14,6,6,6,8,2,3,2,12,12,12,12,7,7,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,10,10,10,11,11,11,11
"37001000013",11,14,1,8,7,10,5,8,1,6,7,9,12,3,3,3,12,2,2,10,5,7,9,10,1,5,5,5,10,6,6,6,11,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"37125000BEN",11,14,7,5,14,14,4,7,14,14,14,9,12,11,4,1,1,2,5,10,11,11,13,14,14,13,10,2,14,3,3,11,6,6,8,14,14,10,7,13,5,5,5,11,3,4,4,1,1,1,14
"3703100BFT2",2,5,6,9,8,6,8,13,13,1,13,12,7,10,11,2,7,4,14,4,13,9,5,13,13,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"3703100BFT1",2,5,6,9,8,6,8,13,13,1,13,12,7,10,11,2,7,4,14,4,13,9,5,13,13,11,4,4,4,4,4,10,10,14,14,8,8,8,8,8,13,8,7,13,8,8,8,8,8,8,8
"3710900LB34",8,2,11,3,13,11,3,11,4,12,4,13,6,5,5,8,14,11,11,2,3,2,3,3,8,1,12,7,12,7,7,2,2,11,2,2,2,2,11,11,11,1,10,10,9,9,5,5,4,10,9
"3708300CONC",2,10,5,10,6,8,8,13,13,13,13,12,7,10,10,12,8,4,4,13,14,9,5,13,6,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"3705100LR63",14,1,7,5,2,14,4,7,14,14,10,8,14,11,4,11,10,10,5,3,6,13,13,14,14,13,13,11,14,3,3,11,6,6,8,14,14,10,7,13,5,5,5,11,3,4,4,1,1,1,14
"3705500KTHK",2,5,6,9,8,6,8,13,13,13,13,12,7,10,10,12,7,4,14,4,4,9,5,13,6,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"370970000FT",12,12,14,12,3,2,12,1,12,5,3,3,1,5,1,6,14,14,8,6,8,2,7,1,5,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"37001000001",11,14,1,8,7,10,7,10,1,6,7,9,12,14,3,3,12,2,2,10,5,7,9,10,4,14,5,5,10,6,6,6,11,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"3708100H29B",5,13,2,14,14,4,7,9,8,10,14,1,13,14,13,1,1,1,1,14,11,11,12,9,9,2,9,2,2,9,9,9,9,5,12,12,13,13,3,9,3,3,3,3,14,11,12,12,5,5,5
"3716300GIDD",9,1,9,7,6,14,13,6,14,7,8,8,11,9,4,10,2,8,9,7,4,14,6,4,11,4,14,3,6,11,4,10,6,14,14,8,14,14,14,14,7,7,8,8,7,7,7,7,7,7,3
"3708100H29A",5,13,2,2,14,4,7,9,8,10,14,1,13,14,13,1,1,1,1,14,11,11,12,9,9,2,9,2,2,9,9,9,9,5,12,12,13,13,3,9,3,3,3,3,14,11,12,12,5,5,5
"37005000004",1,11,13,14,1,1,10,4,3,11,1,7,1,6,1,6,14,14,10,1,8,12,8,2,5,9,2,10,9,13,2,2,5,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"3712700P07A",6,10,5,10,6,8,13,6,6,13,12,9,12,7,12,7,7,7,13,5,4,4,6,4,11,6,6,6,11,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13
"37005000001",1,11,13,14,1,1,10,4,3,11,1,7,1,6,1,6,14,14,10,1,8,12,8,2,5,9,2,10,9,13,2,13,5,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"37001000007",11,14,1,8,7,10,7,10,1,6,7,9,12,14,3,3,12,2,2,10,5,7,9,10,1,5,5,5,10,6,6,6,11,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"370030000B1",12,11,14,12,3,1,3,11,4,5,4,13,6,6,1,6,14,14,8,6,10,12,8,3,8,1,12,7,9,5,5,5,2,11,2,2,2,2,11,11,11,1,10,10,9,9,5,5,4,10,9
"37001000005",11,14,1,8,7,10,5,8,1,6,7,9,12,3,3,3,12,2,2,10,5,7,9,10,1,5,5,5,10,6,6,6,11,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"37025001-02",12,2,4,11,11,2,12,1,10,3,3,3,2,8,8,4,3,3,3,11,12,10,1,7,2,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
"37001000004",11,14,1,8,7,10,7,10,1,6,7,9,12,3,3,3,12,2,2,5,5,7,9,10,9,2,9,5,10,6,6,6,11,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"37001000002",11,14,1,8,7,10,7,10,1,6,7,9,12,3,3,3,12,2,2,10,5,7,9,10,1,5,5,5,10,6,6,6,11,9,9,9,3,3,9,3,14,14,13,14,11,3,3,3,14,6,6
"370970000EM",1,4,14,2,3,1,12,1,12,5,3,7,1,13,14,6,14,14,10,6,8,12,8,1,5,7,8,8,9,13,2,5,5,2,5,11,12,12,2,2,12,10,9,1,1,2,2,2,2,4,10
"3719700SLIB",1,4,14,14,1,1,10,4,3,11,1,7,1,6,1,6,14,14,10,1,8,12,8,2,5,9,2,10,1,13,2,13,13,2,11,5,5,5,5,5,9,9,2,2,2,2,11,10,10,2,2
"37025001-08",13,12,4,11,11,2,12,1,10,3,3,3,2,8,8,4,5,3,3,11,12,10,1,7,3,7,8,8,9,5,5,5,5,13,5,11,12,12,2,2,12,10,9,1,1,12,2,2,2,4,10
