"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500"
"37125000PDN",13,12,11,3,4,4,6,7,2,3,10,12,12,7,4,2,2,7,4,2,2,11,11,11,11,2,2,1,11,12,1,4,4,11,11,4,6,6,6,8,10,10,8,8,8,8,11,11,11,11,11
"37179000001",11,13,8,1,8,9,1,4,4,4,4,9,9,13,2,1,1,11,13,4,4,7,7,7,9,7,2,5,12,11,11,11,11,4,4,11,11,8,8,10,1,1,1,1,1,1,8,13,13,13,13
"371510000TT",10,10,7,12,12,9,12,1,10,1,5,7,8,8,10,10,8,10,3,12,7,2,10,10,7,3,5,8,4,4,4,3,11,4,5,3,3,4,4,6,4,4,4,4,4,4,3,7,7,7,7
"37177000003",3,4,4,4,11,11,7,12,8,11,12,3,3,5,1,11,11,2,8,8,5,8,8,8,1,12,11,11,2,8,12,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37037000018",13,12,11,3,4,4,6,2,2,2,2,9,12,7,4,2,2,7,4,10,1,11,11,11,11,2,5,1,11,10,3,4,4,11,11,4,6,6,6,8,10,10,8,8,8,8,11,11,11,11,11
"37177000002",3,4,4,4,11,11,7,12,8,11,12,3,3,5,1,11,11,2,8,5,5,8,8,8,1,12,11,11,2,8,12,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"371510000TR",10,10,7,12,12,9,12,1,1,1,5,7,8,8,10,10,8,10,3,12,7,4,4,4,4,6,1,8,4,4,4,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,7,7,7,7
"37183017-13",7,9,9,11,7,7,8,3,11,9,8,2,10,10,3,5,5,8,2,5,10,5,3,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"3701700P202",13,3,12,3,6,4,11,11,3,3,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37183017-12",7,9,9,11,7,7,8,3,11,8,8,2,2,10,3,5,5,8,2,5,8,5,3,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"3701700P201",13,3,12,6,6,4,11,11,3,3,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37183017-11",7,9,3,7,7,7,8,3,11,9,8,2,10,11,3,5,5,8,2,3,10,5,3,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"37179000009",11,13,8,1,8,9,1,4,4,4,4,9,9,13,2,1,1,11,13,4,4,7,7,7,9,7,2,5,12,11,11,11,11,4,4,11,11,8,8,10,1,1,1,1,1,1,8,13,13,13,13
"37179000008",11,13,8,1,8,9,1,4,4,4,4,9,9,13,2,1,1,11,13,4,4,7,7,7,9,7,2,5,12,11,11,11,11,4,4,11,11,8,8,10,1,1,1,1,1,1,8,13,13,13,13
"37067000112",10,7,7,12,12,12,9,6,1,5,7,7,8,4,8,10,6,10,7,12,7,4,10,10,7,3,3,13,4,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37037000042",12,2,6,3,6,4,2,2,12,8,9,8,10,7,4,2,2,7,10,10,3,3,2,1,11,2,6,12,1,3,6,8,3,3,3,6,4,3,1,1,10,10,10,10,3,3,4,10,10,4,4
"3705100MR02",9,12,11,3,4,1,6,7,3,3,10,12,12,7,4,2,2,7,4,2,2,11,11,11,11,2,5,1,11,12,1,4,4,11,11,4,6,6,6,8,10,10,8,8,8,8,11,11,11,11,11
"3710900LW31",8,10,1,5,10,2,12,5,5,7,6,1,4,12,6,6,13,13,12,13,6,13,6,3,6,4,10,10,10,13,7,7,13,9,9,9,9,9,13,13,7,7,7,7,7,7,7,1,1,1,1
"371510000UG",11,10,11,12,8,9,12,9,2,3,10,9,6,12,10,10,8,10,3,12,7,2,10,7,9,7,5,8,5,10,3,3,11,4,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"3708100G42B",2,11,10,10,12,8,9,9,10,5,2,7,7,4,10,10,8,10,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,3,5,5,5
"3710900SL24",8,5,1,5,10,2,5,5,7,7,1,1,4,1,6,6,13,13,12,13,6,13,6,3,6,4,10,10,10,13,7,7,13,9,9,9,9,9,13,13,7,7,7,7,7,7,7,1,1,1,1
"3708100G42A",2,11,10,10,12,8,9,9,10,5,2,7,7,4,10,10,8,10,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,3,5,5,5
"3710900LW18",8,10,1,5,10,2,5,5,7,7,6,1,4,1,6,6,13,13,12,13,6,13,6,3,6,4,10,10,10,13,7,7,13,9,9,9,9,9,13,13,7,7,7,7,7,7,7,1,1,1,1
"3714500SWST",12,11,6,10,9,8,10,9,12,12,2,10,7,8,8,8,3,1,11,1,1,2,10,10,7,3,1,8,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37037000045",13,12,11,3,4,4,6,2,2,2,2,9,12,7,4,2,2,7,4,10,1,11,11,11,11,2,5,1,11,10,3,4,4,11,11,4,6,6,6,8,10,10,8,8,8,8,11,11,11,11,11
"371510000SW",11,10,11,12,8,9,12,1,2,3,10,9,6,12,10,10,8,10,3,12,7,2,10,7,7,3,3,13,5,10,3,1,11,4,4,11,8,11,11,11,11,11,13,13,11,11,1,7,7,7,7
"37009000012",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37129000W25",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37183017-07",7,9,9,11,7,7,8,3,11,9,8,2,2,10,3,5,5,8,2,3,10,5,3,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"37009000011",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37183017-06",7,6,9,11,7,7,8,3,11,9,8,2,2,10,3,5,5,8,2,5,8,5,3,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"37129000W24",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37009000010",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"371510000ST",11,10,11,12,12,4,12,9,10,3,10,9,6,7,4,2,2,7,4,1,1,2,10,7,7,3,1,8,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37183017-05",7,9,3,7,7,7,8,3,11,9,8,2,10,11,3,5,5,8,2,3,10,5,3,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"37183017-04",7,9,3,11,7,7,8,3,11,9,8,2,10,10,3,5,5,8,2,5,10,5,3,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"37129000W21",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37183017-03",7,9,3,7,7,7,8,3,11,9,8,2,10,11,3,5,5,8,2,3,10,10,3,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"370910000UN",3,4,4,4,11,11,7,12,8,12,12,11,3,5,1,11,11,2,5,5,5,8,8,8,12,11,11,11,2,8,12,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37183017-02",7,9,9,11,7,7,8,8,11,9,8,2,2,10,3,5,5,8,2,5,8,5,3,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"37183017-01",7,9,9,7,7,7,8,3,11,9,8,2,10,11,3,5,5,8,2,3,10,5,5,5,5,5,12,12,3,1,5,5,5,5,1,1,1,1,3,3,3,3,3,3,10,10,10,4,4,10,10
"370210032.1",1,1,5,2,2,13,13,13,13,13,13,6,1,9,9,12,12,12,9,6,13,6,13,6,10,10,4,4,9,9,9,9,7,7,7,7,7,7,7,7,9,9,9,9,9,6,6,6,6,6,6
"37009000018",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37009000017",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37009000016",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37129000W29",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37067000101",2,7,7,12,12,12,10,6,1,1,7,7,8,4,12,9,6,9,7,7,12,1,1,13,3,9,9,9,10,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"371870000SC",3,4,4,4,11,11,7,12,8,11,12,3,3,5,1,11,11,2,8,5,5,8,8,8,1,12,11,11,2,8,12,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37009000015",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"370210045.1",1,1,5,2,2,13,13,13,13,13,13,6,1,9,9,12,12,12,9,6,13,6,13,6,10,10,4,4,9,9,9,9,7,7,7,7,7,7,7,7,9,9,9,9,9,6,6,6,6,6,6
"37129000W28",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37009000014",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37037000030",13,12,11,3,4,4,2,2,2,3,2,9,12,7,4,2,2,7,4,10,1,11,11,11,11,2,5,1,11,10,3,4,4,11,11,4,6,6,6,8,10,10,8,8,8,8,11,11,11,11,11
"37129000W27",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37009000013",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37129000W26",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"371190204.1",4,8,13,13,13,10,4,10,6,6,6,13,13,6,13,13,9,6,6,9,9,9,9,9,13,13,7,7,7,7,13,13,9,13,13,13,13,13,9,9,13,13,11,11,13,13,13,8,8,8,8
"3714100MT19",9,3,12,6,1,3,3,11,9,10,11,12,11,2,1,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"371870000SK",3,4,4,4,11,11,7,12,8,11,12,3,3,5,1,11,11,2,8,5,5,8,8,8,1,12,11,11,2,8,12,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"371510000TB",11,10,7,12,12,9,12,1,2,3,10,9,6,12,10,10,8,10,3,12,7,2,10,10,7,3,3,13,5,10,3,3,11,4,5,3,3,4,4,6,4,4,4,4,4,4,3,7,7,7,7
"3704900TE13",3,4,4,4,11,11,7,12,8,11,3,3,3,5,1,7,7,2,8,8,5,8,8,8,1,12,11,11,2,8,12,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"3713300FS16",3,3,12,6,1,3,3,11,9,11,3,3,11,3,1,4,4,2,8,8,8,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,12,2,2,2,2,2,2,2,2,2,2,2,2,2
"37081000G13",10,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,8,1,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,3,4,4,6,4,4,4,4,4,4,3,7,7,7,7
"37081000G12",10,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,3,1,11,1,1,4,4,4,4,6,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,7,7,7,7
"37081000G11",10,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,3,1,11,1,1,4,4,4,4,6,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G10",2,11,10,10,9,8,9,9,10,2,2,10,7,8,8,8,3,1,11,1,1,2,10,10,7,3,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"3714100LU16",9,3,12,6,1,3,3,11,9,10,11,12,11,2,1,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37129000W13",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37129000W12",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37081000G19",10,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,8,1,11,1,1,4,4,4,4,6,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G18",10,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,3,1,11,1,1,4,4,4,4,6,3,13,4,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G17",10,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,8,1,11,1,1,2,4,4,4,6,3,13,4,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,7,7,7,7
"37081000G16",10,11,10,10,9,8,9,9,10,2,2,10,7,4,10,8,8,1,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G15",10,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,8,1,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,3,4,4,6,4,4,4,4,4,4,3,7,7,7,7
"37009000009",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37009000008",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37081000G14",10,11,10,10,9,8,9,9,10,2,2,10,7,8,10,10,8,1,11,1,1,4,4,4,4,6,3,13,4,10,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,7,7,7,7
"37009000007",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37009000006",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37129000W18",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37009000004",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37129000W17",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37009000003",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37129000W16",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37009000002",1,7,2,8,5,5,5,5,7,5,7,4,4,1,12,9,6,9,7,7,12,1,1,13,3,9,9,9,13,5,10,10,8,8,8,8,10,10,10,4,6,6,6,6,6,9,9,9,9,9,9
"37129000W15",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"3706100ROSE",3,6,12,6,1,3,3,11,9,12,11,12,3,3,7,7,7,4,1,8,8,12,3,2,2,2,5,2,2,2,12,2,2,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37081000G02",10,11,10,10,9,8,9,9,10,2,2,10,7,8,8,8,8,1,11,1,1,2,4,4,4,6,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G01",10,11,10,10,9,8,9,9,10,2,2,10,7,8,8,8,3,1,11,1,1,4,4,4,4,6,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G09",2,11,10,10,9,8,9,9,10,2,2,10,7,8,8,8,8,1,11,1,1,2,10,10,7,3,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G08",10,11,10,10,9,8,9,9,10,2,2,10,7,8,8,8,8,1,11,1,1,2,4,4,4,6,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G07",10,11,10,10,9,8,9,9,10,2,2,10,7,8,8,8,3,1,11,1,1,2,4,4,4,6,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"3713100WOPO",3,4,4,4,11,11,7,12,8,12,12,11,3,5,1,11,11,2,5,5,5,8,8,8,12,11,11,11,6,6,8,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3
"37081000G06",2,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,3,1,11,1,1,2,10,10,7,3,1,8,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G05",2,11,10,10,9,8,9,9,10,2,2,10,7,8,8,8,3,1,11,1,1,2,10,10,7,3,1,8,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"370910000WN",3,4,4,4,11,11,7,12,8,12,12,11,3,5,1,11,11,2,5,5,5,8,8,8,12,11,11,11,2,8,12,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"37081000G04",10,11,10,10,9,8,9,9,10,2,2,10,7,8,8,8,3,1,11,1,1,2,4,4,4,6,1,8,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G03",2,11,10,10,9,8,9,9,10,2,2,10,7,8,8,8,3,1,11,1,1,2,4,4,4,6,3,13,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"3719901-BUR",1,1,5,2,2,13,13,13,13,13,13,6,1,9,9,12,12,12,9,6,13,6,13,6,10,10,4,4,9,9,9,9,7,7,7,7,7,7,7,7,9,9,9,9,9,6,6,6,6,6,6
"370630034-1",12,2,6,3,3,7,2,2,12,9,8,8,10,11,5,3,10,5,10,10,3,3,2,1,8,8,6,3,1,3,6,8,3,3,3,6,4,3,1,1,8,8,10,10,3,3,4,10,10,4,4
"3700100010N",2,11,10,10,9,8,2,2,10,2,2,10,10,11,8,8,3,1,11,1,1,2,10,10,7,3,1,8,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G35",2,11,10,10,12,8,9,9,10,2,2,10,7,4,10,8,8,1,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,3,5,5,5
"370210010.1",1,1,5,2,2,13,13,13,13,13,13,6,1,9,9,12,12,12,9,6,13,6,13,6,10,10,4,4,9,9,9,9,7,7,7,7,7,7,7,7,9,9,9,9,9,6,6,6,6,6,6
"370830RR1-2",3,4,4,4,11,11,8,8,8,12,12,11,3,5,1,11,11,2,5,5,5,8,8,8,12,11,8,6,6,6,8,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3
"37081000FR4",2,11,10,10,12,8,9,9,10,5,2,7,7,4,10,10,8,10,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,3,5,5,5
"37081000G34",2,11,10,10,12,8,9,9,10,2,2,10,7,4,10,8,8,1,11,1,1,2,4,4,4,6,3,13,4,5,10,10,10,10,10,10,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G33",10,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,8,1,11,1,1,2,4,4,4,6,3,13,4,5,10,10,10,10,10,10,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000FR3",2,11,10,10,12,8,9,9,10,5,2,10,7,4,10,8,8,1,11,1,1,4,4,4,4,6,3,13,4,10,10,10,10,10,10,10,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000G32",2,11,10,10,9,8,9,9,10,2,2,10,7,4,10,8,8,1,11,1,1,2,4,4,4,6,3,13,4,10,10,10,10,10,10,10,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37081000FR2",10,11,7,10,9,12,9,9,10,2,2,7,7,8,10,10,8,10,3,12,7,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,7,7,7,7
"37081000FR1",10,10,10,10,9,8,9,9,10,2,2,7,8,8,10,10,8,1,11,12,7,4,4,4,4,6,3,13,5,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,7,7,7,7
"37081000G31",2,11,10,10,9,8,9,9,10,2,2,10,7,8,10,8,8,1,11,1,1,2,4,4,4,6,3,13,4,10,10,10,10,10,10,10,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"3706100WALL",3,6,12,6,1,3,3,11,9,12,11,12,3,3,7,7,7,4,1,8,8,12,3,2,2,2,5,2,2,2,12,2,2,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37081000G30",2,11,10,10,9,8,9,9,10,2,2,10,7,4,10,8,8,1,11,1,1,2,4,4,4,6,3,13,4,10,10,10,10,10,10,10,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"3712700P18A",3,9,3,4,11,11,7,8,8,12,12,11,5,5,11,11,11,2,5,5,8,5,8,2,12,11,8,6,6,6,8,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3
"370630034-2",12,2,6,3,3,7,2,2,12,9,8,8,10,11,5,3,10,5,10,10,3,3,2,1,8,8,6,3,1,3,6,8,3,3,3,6,4,3,1,1,8,8,10,10,3,3,4,10,10,4,4
"3700100010S",2,11,10,10,9,8,2,2,10,2,2,10,10,11,8,8,3,1,11,1,1,2,10,10,7,3,1,8,5,10,3,3,1,1,5,3,3,4,4,6,4,4,4,4,4,4,3,3,5,5,5
"37129000W31",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37081000G39",2,11,10,10,12,8,9,9,10,2,2,10,7,4,10,8,8,1,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,3,5,5,5
"37129000W30",9,3,12,6,1,3,3,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"37081000G38",2,11,10,10,12,8,9,9,10,5,2,7,7,4,10,10,8,10,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,3,5,5,5
"37081000G37",2,11,10,10,12,8,9,9,10,2,2,7,7,4,10,10,8,10,11,12,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,3,5,5,5
"37081000G36",2,11,10,10,12,8,9,9,10,2,2,10,7,4,10,8,8,10,11,1,1,4,4,4,4,6,3,13,4,5,10,10,10,10,10,10,8,11,11,11,11,11,13,13,11,11,1,7,7,7,7
"3704700P16B",13,3,12,6,6,4,6,11,3,10,11,5,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"3714100CF11",9,3,12,6,1,3,3,11,9,10,11,12,11,2,7,4,4,4,1,11,11,12,12,12,2,1,13,2,8,2,2,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
