"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000"
"37121000001",2,4,13,4,13,5,5,5,6,5,6,6,13,13,13,8,8,8,8,8,8
"37119000138",5,10,6,6,11,2,2,6,8,8,5,5,5,8,5,5,5,5,5,5,5
"37119000137",5,10,10,10,4,10,10,10,8,8,8,8,5,8,5,5,5,5,5,5,5
"37119000136",5,10,10,10,4,10,10,10,8,8,8,8,5,8,5,5,5,5,5,5,5
"37119000135",10,5,5,5,7,7,2,11,5,6,5,5,8,4,8,13,3,11,3,3,6
"37119000134",4,2,6,6,7,7,7,11,5,6,5,5,8,4,8,13,3,11,3,3,6
"3707900BULL",1,7,11,1,14,3,3,1,4,9,12,14,12,1,1,9,14,14,12,14,14
"3700500003A",3,13,4,2,12,5,5,5,13,13,13,10,10,3,7,6,6,6,6,6,13
"37121000009",2,4,13,4,13,5,5,5,6,5,6,6,13,13,13,8,8,8,8,8,8
"37121000008",2,4,13,4,13,5,5,5,6,5,6,6,13,13,13,8,8,8,8,8,8
"37121000007",2,4,13,4,13,5,5,5,6,5,6,6,13,13,13,8,8,8,8,8,8
"371570000MS",14,14,8,8,10,14,9,8,2,1,7,3,3,7,14,11,4,9,9,9,1
"37121000006",2,4,13,4,13,5,5,5,6,5,6,6,13,13,13,8,8,8,8,8,8
"370190004B2",7,7,1,9,9,8,4,3,12,12,2,2,9,2,2,10,2,10,10,10,10
"37121000005",2,4,13,4,13,5,5,5,6,5,6,6,13,13,13,8,8,8,8,8,8
"37121000004",2,4,13,4,13,5,5,5,6,5,6,6,13,13,13,8,8,8,8,8,8
"37121000003",2,4,13,4,13,5,5,5,6,5,6,6,13,13,13,8,8,8,8,8,8
"37191000009",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37191000008",7,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37191000007",8,7,11,14,14,3,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37191000006",8,7,11,14,14,3,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37191000005",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"3714100UH08",7,7,1,9,9,8,4,3,12,12,2,2,9,2,2,10,2,10,10,10,10
"37167000008",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"37191000004",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37167000007",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"37191000003",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37191000002",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"3712700P09A",9,1,14,14,1,4,14,4,7,9,9,12,14,12,10,1,12,1,1,1,9
"37167000003",10,5,10,10,4,10,10,14,11,7,1,4,4,5,3,3,11,13,13,13,7
"371170000W2",1,9,14,1,1,3,14,1,4,2,12,14,14,12,10,1,12,1,1,1,9
"371170000W1",1,9,14,1,1,3,14,1,4,2,12,14,14,12,10,1,12,1,1,1,9
"371570000NB",14,14,4,8,10,14,9,8,2,1,7,3,3,7,14,11,4,9,9,9,1
"370810SWASH",12,12,2,12,5,14,9,8,2,11,3,3,3,7,4,4,7,7,4,7,3
"37023000040",3,13,12,13,13,5,5,5,10,10,10,13,6,6,6,7,13,3,11,11,11
"37125000SLS",6,11,9,3,4,12,8,14,14,11,11,7,1,10,11,12,9,4,7,4,4
"37191000012",8,7,11,14,14,3,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"37023000048",3,13,12,13,13,5,5,5,10,10,10,13,6,6,6,7,13,3,11,11,11
"37191000011",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"3718100SCRK",9,1,14,14,1,1,14,12,7,9,9,9,14,12,10,1,12,1,1,1,9
"37191000010",8,7,11,14,14,4,4,4,7,9,9,2,9,2,9,10,14,14,12,14,14
"371570000HO",14,14,8,8,10,14,9,8,2,1,7,3,3,7,14,11,4,9,9,9,1
"37017000P15",6,6,7,9,9,6,4,3,12,4,11,1,9,9,2,10,2,10,10,10,10
"371570000HU",14,14,4,8,10,14,9,8,2,1,7,3,3,7,14,11,4,9,9,9,1
"3708700FC-2",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"3708700FC-1",2,4,13,4,2,13,13,13,6,5,6,6,13,13,13,8,8,8,8,8,8
"37017000P10",6,6,7,9,9,6,4,3,12,4,11,1,9,9,2,10,2,10,10,10,10
"3707700ANTI",11,8,8,8,3,1,14,12,7,9,9,9,14,12,10,1,12,1,1,1,9
"37025012-13",13,3,5,5,7,7,7,11,11,7,1,4,4,5,3,3,11,13,13,13,7
