"GEOID20","iteration_0","iteration_50","iteration_100","iteration_150","iteration_200","iteration_250","iteration_300","iteration_350","iteration_400","iteration_450","iteration_500","iteration_550","iteration_600","iteration_650","iteration_700","iteration_750","iteration_800","iteration_850","iteration_900","iteration_950","iteration_1000","iteration_1050","iteration_1100","iteration_1150","iteration_1200","iteration_1250","iteration_1300","iteration_1350","iteration_1400","iteration_1450","iteration_1500","iteration_1550","iteration_1600","iteration_1650","iteration_1700","iteration_1750","iteration_1800","iteration_1850","iteration_1900","iteration_1950","iteration_2000","iteration_2050","iteration_2100","iteration_2150","iteration_2200","iteration_2250","iteration_2300","iteration_2350","iteration_2400","iteration_2450","iteration_2500","iteration_2550","iteration_2600","iteration_2650","iteration_2700","iteration_2750","iteration_2800","iteration_2850","iteration_2900","iteration_2950","iteration_3000"
"37167000022",3,4,3,11,6,4,4,13,9,6,11,5,1,2,1,4,5,7,2,5,5,9,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"370510G3A-1",3,8,10,12,4,7,3,9,10,11,7,2,13,8,9,9,10,5,13,13,3,3,7,3,3,9,5,8,4,8,8,9,9,4,1,12,9,10,9,9,12,1,1,1,12,12,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1
"37167000021",3,1,11,11,6,4,8,5,9,6,11,5,8,2,1,4,5,7,2,5,6,9,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"3700100003S",4,10,8,9,3,9,10,3,5,5,8,1,7,12,13,1,11,4,7,12,13,2,1,2,8,7,7,6,6,6,3,6,3,3,8,8,5,5,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37115GRAPEV",2,2,13,13,8,11,11,12,12,13,12,12,6,6,6,6,6,6,4,4,4,4,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
"37167000020",3,1,11,11,11,4,8,8,9,6,11,5,8,2,1,4,5,7,2,5,6,9,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37183004-05",13,11,5,8,9,2,12,7,7,3,3,8,9,10,3,2,8,13,3,8,12,7,9,9,7,9,4,4,4,8,8,1,1,4,1,12,12,12,10,1,1,12,12,12,3,10,10,10,10,12,5,5,5,5,5,5,5,5,5,5,5
"37125000WND",3,4,3,11,4,3,12,7,5,6,7,10,11,4,2,10,9,11,11,7,7,6,3,7,10,1,12,9,10,4,4,3,4,1,3,3,3,3,3,8,8,8,3,3,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9
"37191000029",11,12,6,12,10,7,7,9,10,4,4,4,3,13,8,8,8,8,10,3,10,8,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37183004-04",13,8,5,8,12,2,12,7,7,3,3,8,9,10,3,2,8,13,3,8,12,7,9,9,7,9,4,4,4,8,8,1,1,4,1,12,12,12,10,1,1,12,12,12,3,10,10,10,10,12,5,5,5,5,5,5,5,5,5,5,5
"3700100003N",4,10,8,9,3,9,10,3,5,5,8,1,11,12,13,1,11,4,7,12,13,2,1,2,8,7,7,6,6,6,3,6,3,3,8,8,5,5,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37191000028",11,6,6,12,10,7,7,9,10,4,2,8,10,8,8,8,8,8,10,3,10,8,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37183004-03",13,11,5,7,12,2,12,7,7,3,3,8,9,10,3,2,8,13,3,8,12,7,9,8,9,9,4,4,4,8,8,1,1,4,1,12,12,12,10,1,1,12,12,12,3,10,10,10,10,12,5,5,5,5,5,5,5,5,5,5,5
"37191000027",11,12,6,12,10,7,7,9,10,4,2,8,10,8,8,8,8,8,10,3,10,8,10,10,12,12,1,3,3,1,5,5,12,9,9,7,1,7,12,12,9,9,9,9,9,9,12,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"370210044.1",2,2,13,13,8,11,11,12,12,13,12,12,6,6,6,6,6,6,4,4,4,4,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
"37183004-02",13,11,5,7,12,2,12,7,7,3,3,8,9,10,3,2,8,13,3,8,12,7,9,9,7,9,4,4,4,8,8,1,1,4,1,12,12,12,10,1,1,12,12,12,3,10,10,10,10,12,5,5,5,5,5,5,5,5,5,5,5
"37191000026",11,12,6,12,10,7,7,2,10,4,2,8,10,8,8,8,8,8,10,3,10,8,10,10,12,12,1,3,3,1,5,5,12,9,9,7,1,7,12,12,9,9,9,9,9,9,12,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37183004-01",13,11,5,8,12,2,12,7,7,3,3,8,9,10,3,2,8,13,3,8,12,7,9,9,7,9,4,4,4,8,8,1,1,4,1,12,12,12,10,1,1,12,12,12,3,10,10,10,10,12,5,5,5,5,5,5,5,5,5,5,5
"37167000028",3,4,3,11,4,4,6,5,9,6,1,5,8,2,1,4,5,7,2,5,6,9,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37191000024",11,12,6,12,10,7,7,2,10,7,9,8,10,8,7,2,8,8,10,3,10,8,10,10,12,12,1,3,3,1,5,5,12,12,9,7,1,7,12,12,9,9,9,9,9,9,12,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"3716300CLNE",6,7,6,12,10,7,7,9,10,4,2,8,10,8,8,8,13,8,10,3,10,1,10,10,12,9,8,1,1,5,5,5,12,9,9,7,1,7,12,12,12,1,1,1,12,12,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37167000027",3,4,3,11,11,3,6,8,9,6,1,5,8,2,1,4,5,7,2,5,6,9,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37167000026",3,4,3,11,4,4,8,5,9,6,11,5,8,2,1,4,5,7,2,5,5,9,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37167000025",3,1,11,5,6,4,4,13,9,6,11,5,1,2,1,4,5,7,2,5,6,9,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"3700100003W",4,10,8,9,3,9,10,3,5,5,8,1,11,12,13,1,11,4,7,12,13,2,1,2,8,7,7,6,6,6,3,6,3,3,8,8,5,5,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37167000024",3,1,11,5,5,4,4,13,9,6,11,5,1,2,1,4,5,7,2,5,6,9,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37167000023",3,1,11,11,6,4,4,13,9,6,11,5,1,2,1,4,5,7,2,5,6,9,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37025012-03",8,1,11,5,5,13,8,8,9,10,13,5,5,11,1,4,5,7,2,5,6,12,6,4,4,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"370810NWASH",4,10,4,3,3,1,5,4,8,8,8,7,2,12,13,1,11,4,7,12,13,2,1,2,8,7,7,6,6,6,3,6,3,3,3,8,5,5,8,13,13,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37023000066",2,9,2,4,13,5,11,11,13,12,10,6,12,5,5,5,2,12,5,2,11,11,4,5,6,13,13,13,9,10,13,10,10,6,6,10,6,9,6,6,6,4,4,4,4,11,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
"37023000065",9,9,2,4,13,5,1,11,13,12,10,6,12,5,5,5,2,12,5,2,11,11,4,5,6,13,13,13,9,10,13,10,10,6,6,10,6,9,6,6,6,4,4,4,4,11,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
"37123000STA",13,4,3,11,4,3,6,5,4,6,7,10,11,4,2,10,5,7,2,5,6,12,5,12,2,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,3,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9
"37023000064",9,9,2,4,13,5,11,12,12,12,10,6,12,5,5,5,2,12,5,2,11,11,4,5,6,13,13,13,9,10,13,10,10,6,6,10,6,9,6,6,6,4,4,4,4,11,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
"37023000062",2,9,2,4,13,5,11,11,13,12,10,6,6,6,5,5,2,12,5,4,11,11,4,5,6,13,13,13,9,10,13,10,10,6,6,10,6,9,6,6,6,4,4,4,4,11,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
"37025012-09",8,1,11,5,5,8,4,13,11,10,13,5,5,11,11,11,3,3,2,6,6,12,6,4,4,10,6,9,10,9,2,2,8,13,10,13,10,2,2,2,2,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"37147001501",7,6,7,2,2,10,2,6,2,2,4,4,3,13,8,7,1,1,1,1,1,8,2,1,1,8,1,5,5,3,7,7,7,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12
"37025012-08",8,1,11,5,5,8,4,8,11,10,13,5,5,11,11,4,3,3,2,6,6,12,6,4,4,10,6,9,10,9,2,2,8,13,10,13,10,2,2,2,2,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37025012-06",8,1,11,5,5,8,4,8,11,10,13,5,5,11,11,4,3,3,2,6,6,12,6,4,4,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37025012-05",8,1,11,5,5,8,4,8,9,10,13,5,5,11,11,4,3,3,2,6,6,12,6,4,4,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37025012-04",8,1,11,5,11,13,8,8,9,10,11,5,5,11,11,11,3,3,2,6,6,12,5,4,4,10,6,9,10,9,9,8,8,13,10,13,10,6,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37147001509",7,6,7,2,2,10,2,6,2,2,4,4,4,9,8,7,1,1,1,1,1,8,2,1,1,8,1,5,5,3,7,7,7,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12
"37147001507",7,6,7,2,2,10,2,6,2,2,4,4,3,13,8,7,1,1,1,1,1,8,2,1,1,8,1,5,5,3,7,7,7,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12
"37147001506",7,6,7,2,2,10,2,6,2,2,4,4,3,13,8,7,1,1,1,1,1,8,2,1,1,8,1,5,5,3,7,7,7,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12
"37191000018",11,12,6,12,10,7,7,9,10,4,4,4,3,13,8,8,8,8,10,3,10,8,10,10,12,12,1,3,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37191000017",11,12,6,12,10,7,7,9,10,4,2,4,3,13,8,8,8,8,10,3,10,8,10,10,12,12,1,3,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37023000070",9,9,2,4,13,5,1,11,13,12,10,6,12,5,5,5,2,12,5,2,11,11,4,5,6,13,13,13,9,10,13,10,10,6,6,10,6,9,6,6,6,4,4,4,4,11,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
"3714100LT18",6,7,12,10,1,6,7,10,6,11,2,2,13,8,10,8,13,8,13,13,10,1,10,10,3,12,5,1,3,1,1,9,9,7,7,7,9,10,12,12,9,9,9,9,9,9,9,9,9,9,9,1,1,1,3,3,3,3,3,3,3
"37191000016",11,12,6,12,10,7,7,2,10,4,2,8,10,8,8,8,8,8,10,3,10,8,10,10,12,12,1,3,3,1,5,5,12,9,9,7,1,7,12,12,9,9,9,9,9,9,12,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"3712700P06A",5,12,5,12,2,10,2,6,2,2,4,4,4,9,8,7,1,1,1,1,1,8,2,1,1,8,1,5,5,3,7,7,7,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,12,10,10,10,10,10,10,10,10,10,10,10,10
"37147001503",7,6,7,2,2,10,2,6,2,2,4,4,3,13,8,7,1,1,1,1,1,8,2,1,1,8,1,5,5,3,7,7,7,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12
"37191000015",7,6,6,12,10,7,7,9,10,4,4,4,3,13,8,8,8,8,10,3,10,8,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37191000014",7,6,6,12,10,7,7,9,10,4,4,4,3,13,8,8,8,8,10,3,10,8,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37067000405",4,3,9,3,3,1,5,4,8,8,5,7,2,7,4,12,4,9,9,9,2,13,12,13,13,6,9,12,11,7,6,4,6,8,4,4,13,13,13,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37191000013",7,6,6,12,10,7,7,9,10,4,4,4,3,13,8,7,8,8,10,3,10,8,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37067000404",4,10,4,3,3,1,5,4,8,8,5,7,2,7,4,12,4,9,9,9,2,13,12,13,13,6,9,12,11,7,6,4,6,8,4,4,13,13,13,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3712500WKWD",3,8,3,11,4,3,12,7,5,6,7,10,11,4,2,10,9,11,11,7,7,6,3,7,10,1,12,7,12,4,4,3,4,1,3,3,3,3,3,8,8,8,3,3,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9
"3707700EAOX",12,5,5,7,12,9,10,3,2,3,4,4,4,9,7,13,1,1,1,1,1,8,2,1,1,8,1,5,5,3,7,7,7,5,5,5,5,5,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37067000403",4,10,4,3,3,1,5,4,8,8,5,7,2,7,4,12,4,9,9,9,2,13,12,13,13,6,9,12,11,7,6,4,6,8,4,4,13,13,13,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37067000402",4,10,4,3,3,1,5,4,8,8,7,7,2,7,4,12,4,9,9,9,2,13,12,13,13,6,9,12,11,7,6,4,6,8,4,4,13,13,13,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"37067000401",4,3,4,3,3,1,5,4,8,8,7,7,2,7,4,12,4,9,9,9,2,13,12,13,13,6,9,12,11,7,6,4,6,8,4,4,13,13,13,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3713300HN14",6,7,12,10,1,6,7,10,6,4,2,3,3,13,10,8,13,8,10,3,10,1,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,7,12,12,9,9,9,9,9,9,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37175000TC1",2,2,13,13,8,11,11,12,12,13,12,12,6,6,6,6,6,6,4,4,4,4,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
"3703100ATSL",7,6,7,2,1,6,7,10,6,4,2,3,3,13,10,7,13,1,10,3,10,1,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,7,12,12,9,9,9,9,9,9,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"371150SANDY",2,2,13,13,8,11,11,12,12,13,12,12,6,6,6,6,6,6,4,4,4,4,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
"37175000TC7",2,2,13,13,8,11,11,12,12,13,12,12,6,6,6,6,6,6,4,4,4,4,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
"3719700EBND",10,3,4,6,11,13,8,11,11,8,10,6,12,5,4,12,4,9,9,9,2,13,12,13,13,6,9,12,11,7,6,4,6,8,4,4,13,13,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"37191000023",7,6,6,12,10,7,7,9,10,4,4,4,3,13,8,8,8,8,10,3,10,8,10,10,12,12,1,3,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37191000022",11,6,6,12,10,7,7,9,10,4,4,4,3,13,8,8,8,8,10,3,10,8,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"37191000021",7,6,6,12,10,7,7,9,10,4,4,4,3,13,8,8,8,8,10,3,10,8,10,10,12,12,1,3,3,1,5,5,12,9,9,7,1,1,1,10,10,10,10,10,10,3,3,12,5,5,12,12,12,12,12,12,12,12,12,12,12
"3703100MASM",7,6,12,10,1,6,7,10,6,4,2,3,3,13,10,7,13,8,10,3,10,1,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,7,12,12,9,9,9,9,9,9,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"3712700P05A",11,5,5,12,2,10,2,6,2,2,4,4,4,9,8,7,1,1,1,1,1,8,2,1,1,8,1,5,5,3,7,7,7,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,12,10,10,10,10,10,10,10,10,10,10,10,10
"370970000CD",10,3,9,6,11,13,8,8,11,10,10,5,8,7,5,5,4,7,5,6,11,11,4,13,6,13,13,13,9,10,10,10,10,6,6,10,6,6,7,7,7,4,4,4,4,11,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
"3719905-GRE",2,9,2,13,8,11,11,11,13,13,12,12,6,6,6,6,6,6,4,4,11,11,11,11,6,13,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
"3708700BE56",2,2,13,13,8,11,11,12,12,13,12,12,6,6,6,6,6,6,4,4,4,4,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
"371570000IR",12,10,8,3,9,1,5,4,8,8,8,7,2,12,4,1,11,4,7,12,13,2,1,2,8,6,7,6,6,6,3,6,3,3,4,8,5,5,8,13,13,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3719700DCRK",10,3,9,6,11,13,8,11,13,12,10,6,12,7,5,12,4,9,9,9,2,13,12,13,13,6,9,12,11,7,6,4,6,8,4,4,13,13,7,7,7,2,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"370210050.1",2,2,13,13,8,11,11,12,12,13,12,12,6,6,6,6,6,6,4,4,4,4,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
"370970000CS",10,3,9,6,11,13,8,11,11,10,10,5,8,7,5,5,4,7,2,5,11,11,4,5,13,13,13,13,9,10,9,8,10,6,6,10,10,6,7,7,7,4,2,2,7,7,11,11,11,11,11,11,11,2,2,11,11,11,11,11,11
"3706100KENA",6,6,6,10,10,7,7,9,10,4,2,8,10,8,8,8,8,8,10,3,10,1,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,7,12,12,9,9,9,9,9,9,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"37001000011",12,5,8,9,9,9,10,3,5,5,8,1,7,12,13,1,11,4,7,12,13,2,3,7,10,7,7,6,6,6,3,6,3,3,8,8,5,5,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37081000RC2",4,10,4,3,3,1,10,4,5,5,8,1,11,12,13,1,11,4,7,12,13,2,1,2,8,7,7,7,12,4,4,4,4,1,3,8,5,5,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37081000RC1",4,10,4,3,3,1,5,4,8,8,8,7,11,12,13,1,11,4,7,12,13,2,1,2,8,7,7,6,6,7,4,4,4,1,3,8,5,5,8,13,13,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"3710900LS12",9,9,2,4,13,5,1,8,9,12,10,6,12,1,12,5,2,12,5,11,11,11,13,5,6,13,13,13,9,2,13,10,10,6,13,10,6,9,6,6,6,4,4,4,4,11,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
"371170000BG",7,6,7,2,2,10,2,6,2,2,2,3,3,13,10,7,1,1,10,3,10,1,2,1,1,8,1,5,5,1,5,5,12,9,9,7,7,8,5,5,5,5,5,5,5,5,5,5,12,10,10,10,10,10,10,10,10,10,10,10,10
"370210022.2",2,2,13,13,8,11,11,12,12,13,12,12,6,6,6,6,6,6,4,4,4,4,11,11,11,11,11,11,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
"3712700P08A",5,5,5,12,2,10,2,6,2,2,4,4,4,9,8,7,1,1,1,1,1,8,2,1,1,8,1,5,5,3,7,7,7,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,12,10,10,10,10,10,10,10,10,10,10,10,10
"371490TR123",2,2,13,13,8,11,11,12,12,13,12,12,6,6,6,6,6,6,4,4,4,4,11,11,11,11,13,13,9,10,13,10,10,6,6,10,6,9,6,6,6,4,4,4,4,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6
"37001000013",12,5,8,9,9,9,10,3,5,5,8,1,7,12,13,1,11,4,7,12,13,2,3,7,10,7,7,6,6,6,3,6,3,3,8,8,5,5,8,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"37125000BEN",3,4,3,11,4,3,6,5,4,6,7,10,11,4,2,10,9,11,11,5,6,6,3,7,10,1,12,9,10,4,4,3,4,1,3,3,3,3,3,8,8,8,3,3,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9
"3703100BFT2",7,6,12,10,1,6,7,10,6,4,2,3,3,13,10,7,13,8,10,3,10,1,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,7,12,12,9,9,9,9,9,9,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"3703100BFT1",7,6,12,10,1,6,7,10,6,4,2,3,3,13,10,7,13,8,10,3,10,1,10,10,12,12,8,1,3,1,5,5,12,9,9,7,1,7,12,12,9,9,9,9,9,9,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"3710900LB34",9,9,2,4,13,5,1,8,9,12,10,6,12,5,5,5,2,12,5,11,11,11,4,5,6,13,13,13,9,2,13,10,10,6,13,10,6,9,6,6,6,4,4,4,4,11,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6
